Global Fortune 500 Ranking,Company Name,CEO First Name,CEO Last Name,CEO Business Title,CEO Education Summary,Company Org Chart URL (See all the CEO's direct reports),CEO Biography,Company Industry,Company Country,Company Stock Ticker,Company Customer ID,Executive Customer ID,Degree 1,College 1,Degree 2,College 2
255,Zhejiang Rongsheng Holding,Shuirong,Li,Chief Executive Officer,Shuirong Li graduated from Zhejiang Sci-Tech University.,https://www.theofficialboard.com/org-chart/zhejiang-rongsheng-holding,https://www.theofficialboard.com/biography/shuirong-li-86g16,Chemicals,China,,p1wmr,e242n5,,,,
256,Rio Tinto,Jakob,Stausholm,Chief Executive Officer,Jakob Stausholm has a Master in Economics from University of Copenhagen.,https://www.theofficialboard.com/org-chart/rio-tinto-1,https://www.theofficialboard.com/biography/jakob-stausholm-e7267,Mining,United Kingdom (UK),GB - RIO,8lyqr,6d26pw,Master in Economics,University of Copenhagen,,
257,Pemex,Octavio,Romero Oropeza,Chief Executive Officer,,https://www.theofficialboard.com/org-chart/pemex-2,,Oil & Gas,Mexico,MX - PEMEX,275wx,1wy7pq,,,,
258,Accenture,Julie,Sweet,Chief Executive Officer and Chairman of the Board,Julie Sweet has a Bachelor of Arts from Claremont McKenna College and a Juris Doctor from Columbia University - Law School.,https://www.theofficialboard.com/org-chart/accenture,https://www.theofficialboard.com/biography/julie-sweet-7d26d,Business Services,Ireland,US - ACN,11le,ppjwj8,Juris Doctor,Columbia University - Law School,Bachelor of Arts,Claremont McKenna College
259,Edeka Group,Markus,Mosa,Chief Executive Officer,Markus Mosa has a Degree in Business Administration from University of Cologne.,https://www.theofficialboard.com/org-chart/edeka-group,https://www.theofficialboard.com/biography/markus-mosa-24ge4,Retail,Germany,,8w1dm,zoo0q,Degree in Business Administration,University of Cologne,,
260,China Unicom,Zhongyue,Chen,President and Director,Zhongyue Chen has a Graduate Degree from Zhejiang University and a Master of Business Administration from Xiamen University.,https://www.theofficialboard.com/org-chart/china-unicom-2,https://www.theofficialboard.com/biography/zhongyue-chen-54e21,Telecommunications,China,CN - 600050,rpnz7,p4r8y1,Master of Business Administration,Xiamen University,Graduate Degree,Zhejiang University
261,Sumitomo,Masayuki,Hyodo,"President, Chief Executive Officer and Representative Director",Masayuki Hyodo has a Master from Kyoto University.,https://www.theofficialboard.com/org-chart/sumitomo,https://www.theofficialboard.com/biography/masayuki-hyodo-2ge7g,Wholesale,Japan,JP - 8053,7945,y9o07w,Master,Kyoto University,,
262,Liberty Mutual,David,Long,"Chairman, President and Chief Executive Officer",David Long has a Bachelor of Arts in Mathematics from Hartwick College in 1983 and a Master of Science in Finance from Boston College in 1989.,https://www.theofficialboard.com/org-chart/liberty-mutual,https://www.theofficialboard.com/biography/david-long-346d3,Insurance,United States (USA),,xd80w,2m5w97,Master of Science in Finance,Boston College,Bachelor of Arts in Mathematics,Hartwick College
263,AIG,Peter,Zaffino,"Chairman of the Board, President and Chief Executive Officer",Peter Zaffino has a Bachelor of Arts in Economics from Boston College and a Master of Business Administration from New York University - Leonard N. Stern School of Business.,https://www.theofficialboard.com/org-chart/aig,https://www.theofficialboard.com/biography/peter-zaffino-d863g,Insurance,United States (USA),US - AIG,298q,mp1wpq,Master of Business Administration,New York University - Leonard N. Stern School of Business,Bachelor of Arts in Economics,Boston College
264,GSK,Emma,Walmsley,Chief Executive Officer and Director,Emma Walmsley has a Degree in Classics & Modern Languages from University of Oxford.,https://www.theofficialboard.com/org-chart/gsk,https://www.theofficialboard.com/biography/emma-walmsley-d7d47,Pharmaceuticals,United Kingdom (UK),GB - GSK,r5dx7,zd5e85,Degree in Classics & Modern Languages,University of Oxford,,
265,BPCE,Laurent,Mignon,Chief Executive Officer,Laurent Mignon graduated from HEC Paris.,https://www.theofficialboard.com/org-chart/bpce,https://www.theofficialboard.com/biography/laurent-mignon-21d93,Banking,France,FR - BPCE,qqv44,517ov,,HEC Paris,,
266,Saint-Gobain,Benoit,Bazin,Chief Executive Officer,"In 1995, Benoit Bazin completed a Master of Science at Massachusetts Institute of Technology.",https://www.theofficialboard.com/org-chart/saint-gobain,https://www.theofficialboard.com/biography/benoit-bazin-d39d7,Materials,France,FR - SGO,rvzp,p479q,Master of Science,Massachusetts Institute of Technology,,
267,Lloyds Banking Group,Charlie,Nunn,Chief Executive Officer and Executive Director,Charlie Nunn has a Master in Economics from University of Cambridge and a Master of Business Administration from INSEAD.,https://www.theofficialboard.com/org-chart/lloyds-banking-group,https://www.theofficialboard.com/biography/charlie-nunn-d37e3,Banking,United Kingdom (UK),GB - LLOY,o54zm,qo76we,Master of Business Administration,INSEAD,Master in Economics,University of Cambridge
268,Swiss Re,Christian,Mumenthaler,"Member of the Executive Board, Chief Executive Officer",Christian Mumenthaler has a PhD from the Institute of Molecular Biology and Biophysics at the Swiss Federal Institute of Technology.,https://www.theofficialboard.com/org-chart/swiss-re,https://www.theofficialboard.com/biography/christian-mumenthaler-d1751,Reinsurance,Switzerland,CH - SREN,lorxm,7rvlvn,PhD,,,
269,Sberbank,Herman,Gref,"Chairman of the Management Board, Member of the Supervisory Board, President",Herman Gref has a Degree in Law from F. M. Dostoyevsky Omsk State University in 1990 and a PhD in Economics from St. Petersburg State University in 1993.,https://www.theofficialboard.com/org-chart/sberbank,https://www.theofficialboard.com/biography/herman-gref-g2308,Banking,Russian Federation,RU - SBRCY,01v5z,q4dm5,PhD in Economics,,Degree in Law,
270,Tyson Foods,Donnie,King,President and Chief Executive Officer,Donnie King has a Bachelor from University of Arkansas at Monticello.,https://www.theofficialboard.com/org-chart/tyson-foods,https://www.theofficialboard.com/biography/donnie-king-e4g54,Food,United States (USA),US - TSN,6len4,47pero,Bachelor,,,
271,Hanwha,Choon Soo,Keum,Co-Chief Executive Officer and Director,Choon Soo Keum has a Bachelor from Seoul National University.,https://www.theofficialboard.com/org-chart/hanwha,https://www.theofficialboard.com/biography/choon-soo-keum-71d01,Industrial Conglomerates,"Korea, Republic of",KR - 000880,vv0qe,m6zq6n,Bachelor,Seoul National University,,
272,Continental,Nikolai,Setzer,"Chairman of the Executive Board, Head of Central Functions Automotive","In 1997, Nikolai Setzer completed a Master in in Mechanical Engineering and Economies at Darmstadt University.",https://www.theofficialboard.com/org-chart/continental,https://www.theofficialboard.com/biography/nikolai-setzer-e5395,Automotive,Germany,DE - CON,xp19,1eer8,,,,
273,BHP Group,Mike,Henry,Non-Independent Director and Chief Executive Officer,Mike Henry has a Bachelor of Science from University of British Columbia.,https://www.theofficialboard.com/org-chart/bhp-group,https://www.theofficialboard.com/biography/mike-henry-9degd,Mining,Australia,AU - BHP,mdll,8l50zm,Bachelor of Science,University of British Columbia,,
274,Woolworths Limited,Brad,Banducci,Chief Executive Officer and Managing Director,"Brad Banducci has a Bachelor of Law, Tax and Company Law from University of KwaZulu-Natal and a Master of Business Administration, Economics, Finance, Corporate Strategy from Australian Graduate School of Management.",https://www.theofficialboard.com/org-chart/woolworths-limited,https://www.theofficialboard.com/biography/brad-banducci-057g5,Retail,Australia,AU - WOW,5mnoq,xdmo1w,,Australian Graduate School of Management,"Bachelor of Law, Tax and Company Law",University of KwaZulu-Natal
275,Progressive,Tricia,Griffith,"President, Chief Executive Officer and Director",Tricia Griffith has a Bachelor in Marketing from Illinois State University in 1986 and an Advanced Management Program from University of Pennsylvania - The Wharton School in 2015.,https://www.theofficialboard.com/org-chart/progressive,https://www.theofficialboard.com/biography/tricia-griffith-74gde,Insurance,United States (USA),US - PGR,nere8,82m1m,Advanced Management Program,University of Pennsylvania - The Wharton School,Bachelor in Marketing,Illinois State University
276,Sanofi,Paul,Hudson,Chief Executive Officer and Director,Paul Hudson has a degree in Marketing from Chartered Institute of Marketing and a Degree in Economics from Manchester Metropolitan University.,https://www.theofficialboard.com/org-chart/sanofi,https://www.theofficialboard.com/biography/paul-hudson-4988g,Pharmaceuticals,France,FR - SAN,4m1jq,47p2xq,Degree in Economics,Manchester Metropolitan University,degree in Marketing,Chartered Institute of Marketing
277,Petronas,Muhammad,Taufik,President and Group Chief Executive Officer,"In 1996, Muhammad Taufik completed a Bachelor of Arts in Accounting and Finance at University of Strathclyde.",https://www.theofficialboard.com/org-chart/petronas,https://www.theofficialboard.com/biography/muhammad-taufik-g4914,Oil & Gas,Malaysia,MY - PGAS,vv06e,d99jv8,Bachelor of Arts in Accounting and Finance,University of Strathclyde,,
278,Bristol-Myers Squibb,Giovanni,Caforio,Chairman of the Board and Chief Executive Officer,"In 1988, Giovanni Caforio completed a Doctor of Medicine at University of Rome.",https://www.theofficialboard.com/org-chart/bristol-myers-squibb,https://www.theofficialboard.com/biography/giovanni-caforio-g5g69,Pharmaceuticals,United States (USA),US - BMY,eyl1,v1jwxl,Doctor of Medicine,University of Rome,,
279,Tsingshan,Jianfen,Sun,Chief Executive Officer,,https://www.theofficialboard.com/org-chart/tsingshan,,Metal,China,,qmjv4,nzyjv7,,,,
280,Nationwide,Kirt,Walker,Chief Executive Officer,Kirt Walker has a Bachelor of Arts in Business Management from Iowa State University and a Master of Science in Management from American College of Financial Services.,https://www.theofficialboard.com/org-chart/nationwide,https://www.theofficialboard.com/biography/kirt-walker-15e6g,Insurance,United States (USA),US - NFS,6e67r,99y7dr,Master of Science in Management,,Bachelor of Arts in Business Management,Iowa State University
281,Pfizer,Albert,Bourla,Chief Executive Officer and Chairman of the Board,Albert Bourla has a Doctor of Veterinary Medicine from Aristotle University of Thessaloniki in 1985 and a PhD in Biotechnology of Reproduction from Aristoteleion Panepistimion Thessalonikis in 1991.,https://www.theofficialboard.com/org-chart/pfizer,https://www.theofficialboard.com/biography/albert-bourla-368d6,Pharmaceuticals,United States (USA),US - PFE,2mqpj,6lylv5,PhD in Biotechnology of Reproduction,,Doctor of Veterinary Medicine,
282,Shandong Weiqiao Pioneering,Zhang,Bo,Interim General Manager,"In 1996, Zhang Bo completed a Bachelor at Shandong Radio and Television University.",https://www.theofficialboard.com/org-chart/shandong-weiqiao-pioneering,https://www.theofficialboard.com/biography/zhang-bo-654g8,Textiles,China,,lwedm,pjn9lr,Bachelor,,,
283,Caterpillar,James,Umpleby,Chief Executive Officer and Chairman of the Board,James Umpleby has a Bachelor of Science in Mechanical Engineering from Rose-Hulman Institute of Technology and an Executive Leadership Program from IMD Business School.,https://www.theofficialboard.com/org-chart/caterpillar,https://www.theofficialboard.com/biography/james-umpleby-1098d,Machinery,United States (USA),US - CAT,z71q,mqpolp,Executive Leadership Program,IMD Business School,Bachelor of Science in Mechanical Engineering,Rose-Hulman Institute of Technology
284,China National Machinery Industry,Xiaolun,Zhang,Chief Executive Officer and Chairman of the Board,Xiaolun Zhang has a Bachelor from Huazhong University of Science and Technology and a Master of Business Administration from Southwest University of Finance and Economics.,https://www.theofficialboard.com/org-chart/china-national-machinery-industry,https://www.theofficialboard.com/biography/xiaolun-zhang-29d14,Machinery,China,CN - CNPZ,ez4w1,o1w955,Master of Business Administration,,Bachelor,Huazhong University of Science and Technology
285,TIAA,Thasunda,Duckett,President and Chief Executive Officer,Thasunda Duckett has a Bachelor's degree in Finance and Marketing from University of Houston and a Master of Business Administration from Baylor University.,https://www.theofficialboard.com/org-chart/tiaa,https://www.theofficialboard.com/biography/thasunda-duckett-2705g,Financial Services,United States (USA),US - TRGIX,zpm0v,9woqq4,Master of Business Administration,Baylor University,,University of Houston
286,Ingka Group,Jesper,Brodin,President and Chief Executive Officer,"In 2004, Jesper Brodin completed a Master of Science in Industrial Engineering at Chalmers University of Technology.",https://www.theofficialboard.com/org-chart/ingka-group,https://www.theofficialboard.com/biography/jesper-brodin-76d18,Furniture,Netherlands,,20nrq,o44z2m,Master of Science in Industrial Engineering,Chalmers University of Technology,,
287,Pertamina,Nicke,Widyawati,President Director,,https://www.theofficialboard.com/org-chart/pertamina,,Oil & Gas,Indonesia,ID - PTPP,rp95q,zq4mxq,,,,
288,Midea Group,Hongbo,Fang,"Chairman of the Board, President",,https://www.theofficialboard.com/org-chart/midea-group,,Household Products,China,CN - 000333,pe1vp,w4xq5e,,,,
289,Bunge,Gregory,Heckman,Chief Executive Officer,Gregory Heckman graduated from University of Illinois.,https://www.theofficialboard.com/org-chart/bunge,https://www.theofficialboard.com/biography/gregory-heckman-78g58,Food,Bermuda,US - BG,8pz4,zqwlmj,,University of Illinois,,
290,Fresenius SE,Stephan,Sturm,Chairman of the Management Board,Stephan Sturm has a Bachelor in Business Administration from University of Mannheim..,https://www.theofficialboard.com/org-chart/fresenius-se,https://www.theofficialboard.com/biography/stephan-sturm-082d8,Medical Equipment,Germany,DE - FRE,xvz9,n65vw,Bachelor in Business Administration,,,
291,Intesa SanPaolo,Carlo,Messina,Managing Director and Chief Executive Officer,Carlo Messina has a Economics and Business degree from Luiss University of Rome.,https://www.theofficialboard.com/org-chart/intesa-sanpaolo,https://www.theofficialboard.com/biography/carlo-messina-d0420,Banking,Italy,IT - ISP,y890v,7r1j8n,Economics and Business degree,,,
292,George Weston,Galen G.,Weston,Chairman and Chief Executive Officer,Galen G. Weston has a Bachelor of Arts from Harvard University and a Master of Business Administration from Columbia University.,https://www.theofficialboard.com/org-chart/george-weston,https://www.theofficialboard.com/biography/galen-g-weston-749d2,Retail,Canada,CA - WN,9ldor,29le9x,Master of Business Administration,Columbia University,Bachelor of Arts,Harvard University
293,State Power Investment,Zhimin,Qian,CEO,Zhimin Qian has a Master in Nuclear Power Engineering from Shanghai Jiao Tong University.,https://www.theofficialboard.com/org-chart/state-power-investment,https://www.theofficialboard.com/biography/zhimin-qian-216e8,Energy,China,,rwye7,d957e8,,Shanghai Jiao Tong University,,
294,Vale,Eduardo,Bartolomeo,Chief Executive Officer,Eduardo Bartolomeo has a Namemaster of Business Administration from Massachusetts Institute of Technology and a Master of Business Administration from KU Leuven.,https://www.theofficialboard.com/org-chart/vale,https://www.theofficialboard.com/biography/eduardo-bartolomeo-27d31,Mining,Brazil,BR - VALE3,qelo0,e08m24,Master of Business Administration,KU Leuven,Namemaster of Business Administration,Massachusetts Institute of Technology
295,ACS Group,Marcelino,Fernandez Verdes,Chief Executive Officer and Director,Marcelino Fernandez Verdes has a Degree in Civil Engineering from University of Barcelona.,https://www.theofficialboard.com/org-chart/acs-group,https://www.theofficialboard.com/biography/marcelino-fernandez-verdes-d9813,Construction,Spain,ES - ACS,w22e,neen78,Degree in Civil Engineering,University of Barcelona,,
296,TD Bank Group,Bharat,Masrani,"President, Chief Executive Officer and Director",Bharat Masrani has a Bachelor of Administrative Studies degree with Honours from York University in 1978 and a Master of Business Administration from York University - Schulich School of Business in 1979.,https://www.theofficialboard.com/org-chart/td-bank-group,https://www.theofficialboard.com/biography/bharat-masrani-984g7,Banking,Canada,CA - TD,x94w,0940r,Master of Business Administration,York University - Schulich School of Business,Bachelor of Administrative Studies degree with Honours,York University
298,ThyssenKrupp,Martina,Merz,Chairwoman of the Board and Chief Executive Officer,Martina Merz has obtained a degree from Baden-Wuerttemberg Cooperative State University in 1985.,https://www.theofficialboard.com/org-chart/thyssenkrupp,https://www.theofficialboard.com/biography/martina-merz-20e86,Metal,Germany,DE - TKAMY,llz2r,m615jq,,,,
299,Bouygues,Olivier,Roussat,Chief Executive Officer,Olivier Roussat graduated from Institut National des Sciences Appliquées de Lyon.,https://www.theofficialboard.com/org-chart/bouygues,https://www.theofficialboard.com/biography/olivier-roussat-d0452,Construction,France,FR - EN,xmzp,exo2m,,Institut National des Sciences Appliquées de Lyon,,
300,Mitsubishi Electric,Kei,Uruma,"Representative Executive Officer, President and Chief Executive Officer",Kei Uruma graduated from Waseda University.,https://www.theofficialboard.com/org-chart/mitsubishi-electric,https://www.theofficialboard.com/biography/kei-uruma-58e98,Consumer Electronics,Japan,JP - 6503,1xzq,86rn2r,,Waseda University,,
301,China Energy Engineering,Hongshui,Sun,President,Deputy General Manager,https://www.theofficialboard.com/org-chart/china-energy-engineering,,Energy,China,CN - 601868,0z2ow,qovn10,,,,
302,UBS,Ralph,Hamers,Chief Executive Officer,"Ralph Hamers has a Master of Science in Business Econometrics/Operations Research from Tilburg University, Netherlands.",https://www.theofficialboard.com/org-chart/ubs-2,https://www.theofficialboard.com/biography/ralph-hamers-d29d3,Banking,Switzerland,CH - UBSG,dep8,6zj825,Master of Science in Business Econometrics/Operations Research,,,
303,Finatis,Didier,Leveque,Chairman and Chief Executive Officer,Didier Leveque has a Undergraduate Degree from HEC Paris.,https://www.theofficialboard.com/org-chart/finatis,https://www.theofficialboard.com/biography/didier-leveque-150g8,Retail,France,FR - FNTS,o544m,v11xr0,Undergraduate Degree,HEC Paris,,
304,Oracle,Safra,Catz,Chief Executive Officer & Director,Safra Catz has a Bachelor from University of Pennsylvania - The Wharton School in 1983 and a Juris Doctor from University of Pennsylvania Law School in 1986.,https://www.theofficialboard.com/org-chart/oracle,https://www.theofficialboard.com/biography/safra-catz-e9e04,Software,United States (USA),US - ORCL,v19yp,jv86q,Juris Doctor,,Bachelor,University of Pennsylvania - The Wharton School
305,Energy Transfer,Marshall,McCrea,Co-Chief Executive Officer and Director,President and Chief Commercial Officer,https://www.theofficialboard.com/org-chart/energy-transfer-2,,Utilities,United States (USA),US - ET,2l7xx,w0jz5e,,,,
306,Daiwa House Industry,Keiichi,Yoshii,"President, Chief Executive Officer, Chief Operating Officer and Representative Director",,https://www.theofficialboard.com/org-chart/daiwa-house-industry,,Construction,Japan,JP - 1925,epm0,y86lx5,,,,
307,China Aerospace Science and Technology,Jinping,Xi,President,,https://www.theofficialboard.com/org-chart/china-aerospace-science-and-technology,,Defense & Space,China,HK - 00031,nmnzv,70xr1x,,,,
308,Jiangsu Shagang Group,Sheng,Gong,President and Director,,https://www.theofficialboard.com/org-chart/jiangsu-shagang-group,,Metal,China,CN - 002075,rpnw1,29126q,,,,
310,Dow,James,Fitterling,Chairman of the Board and Chief Executive Officer,"In 1983, James Fitterling completed a Bachelor of Science in Mechanical Engineering at University of Missouri-Columbia.",https://www.theofficialboard.com/org-chart/dow,https://www.theofficialboard.com/biography/james-fitterling-23d96,Chemicals,United States (USA),US - DOW,0ono,xydoej,Bachelor of Science in Mechanical Engineering,University of Missouri-Columbia,,
311,Shenghong Holding Group,Hangen,Miao,President and Chairman of the Board,,https://www.theofficialboard.com/org-chart/shenghong-holding-group,,Chemicals,China,,80yy2,ro7w71,,,,
312,American Express,Stephen,Squeri,Chairman of the Board and Chief Executive Officer,Stephen Squeri has a Bachelor of Science & Master of Business Administration from Manhattan College.,https://www.theofficialboard.com/org-chart/american-express,https://www.theofficialboard.com/biography/stephen-squeri-1e62e,Financial Services,United States (USA),US - AXP,7xj5,vq7w0,Bachelor of Science & Master of Business Administration,Manhattan College,,
313,Meiji Yasuda Life Insurance,Hideki,Nagashima,"Director, President and Group Chief Executive Officer",,https://www.theofficialboard.com/org-chart/meiji-yasuda-life-insurance,,Insurance,Japan,,zpmzv,6qp905,,,,
314,Sainsbury's,Simon,Roberts,Chief Executive Officer,Executive Vice President,https://www.theofficialboard.com/org-chart/sainsbury-s,,Retail,United Kingdom (UK),GB - SBRY,58doo,zn6mvj,,,,
315,Anhui Conch Cement,Bin,Wu,General Manager,Bin Wu graduated from Anhui Construction Engineering School.,https://www.theofficialboard.com/org-chart/anhui-conch-cement,https://www.theofficialboard.com/biography/bin-wu-d6e16,Materials,China,CN - 600585,m7qp,d48rvx,,,,
316,General Dynamics,Phebe,Novakovic,Chief Executive Officer and Chairman of the Board,"Phebe Novakovic has a Degree from Smith College in Northampton, Massachusetts and a Master of Business Administration from University of Pennsylvania - The Wharton School.",https://www.theofficialboard.com/org-chart/general-dynamics,https://www.theofficialboard.com/biography/phebe-novakovic-5g36d,Defense & Space,United States (USA),US - GD,dpl4,odpl8,Master of Business Administration,University of Pennsylvania - The Wharton School,Degree,
317,Deutsche Bank,Christian,Sewing,Chief Executive Officer and Head of Corporate and Investment Bank,Christian Sewing has a Business Administration Degree from Frankfurt School of Finance & Management.,https://www.theofficialboard.com/org-chart/deutsche-bank,https://www.theofficialboard.com/biography/christian-sewing-d1d01,Banking,Germany,DE - DBK,675w,zrj9nj,Business Administration Degree,Frankfurt School of Finance & Management,,
318,Idemitsu Kosan,Shunichi,Kito,"President, Representative Director",,https://www.theofficialboard.com/org-chart/idemitsu-kosan,,Oil & Gas,Japan,JP - 5019,rpq7,7r5qqn,,,,
319,Iberdrola,Ignacio,Galan,"Chief Executive Officer, Chairman of the Board, Executive Director",Ignacio Galan graduated from Instituto Catolico de Artes e Industrias and from Instituto Catolico de Administracion Y Direccion de Empresas.,https://www.theofficialboard.com/org-chart/iberdrola,https://www.theofficialboard.com/biography/ignacio-galan-873g7,Utilities,Spain,ES - IBDRY,xydvj,076e5,Bachelor,,,
320,China Aerospace Science and Industry,Yuan,Jie,President,,https://www.theofficialboard.com/org-chart/china-aerospace-science-and-industry,,Aerospace,China,,56e8v,0q8n45,,,,
321,Nike,John,Donahoe,President and Chief Executive Officer,John Donahoe has a Bachelor of Arts in Economics from Dartmouth College and a Master of Business Administration from Stanford Business School.,https://www.theofficialboard.com/org-chart/nike,https://www.theofficialboard.com/biography/john-donahoe-3605g,Sporting Goods,United States (USA),US - NKE,8l17r,9zz5d4,Master of Business Administration,Stanford Business School,Bachelor of Arts in Economics,Dartmouth College
323,ZF Friedrichshafen,Wolf-Henning,Scheider,Chief Executive Officer,Wolf-Henning Scheider graduated from University of Saarland and from RWTH Aachen University.,https://www.theofficialboard.com/org-chart/zf-friedrichshafen,https://www.theofficialboard.com/biography/wolf-henning-scheider-726d2,Automotive,Germany,DE - DEU,pw0p8,rr2mlp,,RWTH Aachen University,,
324,Quanta Computer,C.C.,Leung,Vice Chairman and President,C.C. Leung has a Bachelor in Physics from National Taiwan University.,https://www.theofficialboard.com/org-chart/quanta-computer-1,https://www.theofficialboard.com/biography/c-c-leung-65d65,Consumer Electronics,Taiwan,TW - QUCCF,l8rv6,vv64ol,,National Taiwan University,,
325,Sumitomo Mitsui Financial Group,Jun,Ohta,President and Director,,https://www.theofficialboard.com/org-chart/sumitomo-mitsui-financial-group,,Banking,Japan,JP - 8316,d4j2m,n0o098,,,,
326,Northrop Grumman,Kathy,Warden,"President, Chief Executive Officer and Chairman of the Board",Kathy Warden has a Bachelor in Computer Systems from James Madison University in 1992 and a Master of Business Administration from George Washington University - School of Business in 1993.,https://www.theofficialboard.com/org-chart/northrop-grumman,https://www.theofficialboard.com/biography/kathy-warden-32d7e,Defense & Space,United States (USA),US - NOC,lo248,zpz77q,Master of Business Administration,George Washington University - School of Business,Bachelor in Computer Systems,James Madison University
327,Volvo,Martin,Lundstedt,"President, Chief Executive Officer and Director",Martin Lundstedt has a Master of Science in Industrial Economics from Chalmers University of Technology in 1991 and a Master of Science in Mechanical Enginnering from Imperial College London in 1992.,https://www.theofficialboard.com/org-chart/volvo,https://www.theofficialboard.com/biography/martin-lundstedt-g2e72,Automotive,Sweden,SE - VLVLY,pwen8,2rd18q,Master of Science in Mechanical Enginnering,Imperial College London,Master of Science in Industrial Economics,Chalmers University of Technology
328,Suning.com,Kai,Yao,President,,https://www.theofficialboard.com/org-chart/suning-com,,Retail,China,CN - 002024,m9wzl,6qdlow,,,,
329,Metro Inc.,Eric,La Fleche,"President, Chief Executive Officer, Director",Eric La Flèche has a Law Degree from University of Ottawa and a Master of Business Administration from Harvard Business School.,https://www.theofficialboard.com/org-chart/metro-inc--2,https://www.theofficialboard.com/biography/eric-la-fleche-16g96,Retail,Canada,CA - MRU,xy8qn,91e04,Master of Business Administration,Harvard Business School,Law Degree,University of Ottawa
330,USAA,Wayne,Peacock,President and Chief Executive Officer and Director,Wayne Peacock has a Bachelor of Arts in Economics from Tulane University.,https://www.theofficialboard.com/org-chart/usaa,https://www.theofficialboard.com/biography/wayne-peacock-d78ge,Financial Services,United States (USA),,7wp87,jwx4vl,Bachelor of Arts in Economics,Tulane University,,
331,Sompo Holdings,Kengo,Sakurada,Chairman of the Board and Chief Executive Officer,"In 1978, Kengo Sakurada completed a Bachelor in Econometrics at Waseda University.",https://www.theofficialboard.com/org-chart/sompo-holdings,https://www.theofficialboard.com/biography/kengo-sakurada-8714g,Insurance,Japan,JP - 8630,w07oe,0oj228,Bachelor in Econometrics,Waseda University,,
332,Yango Group,Rongbin,Zhu,President,Rongbin Zhu has a Master from Tsinghua University.,https://www.theofficialboard.com/org-chart/yango-group,https://www.theofficialboard.com/biography/rongbin-zhu-d1g04,Real Estate,China,CN - 000671,r7j41,y4jmlr,Master,Tsinghua University,,
333,Chubb,Evan,Greenberg,Chairman of the Board and Chief Executive Officer,Evan Greenberg graduated from College of Insurance and from New York University.,https://www.theofficialboard.com/org-chart/chubb-2,https://www.theofficialboard.com/biography/evan-greenberg-2d41g,Insurance,United States (USA),US - CB,r701,l8599,,New York University,,College of Insurance
334,China Electronics Corporation,Liehong,Liu,"President, Chief Executive Officer and Director",Liehong Liu has a Master of Business Administration from Xi'an Jiaotong University.,https://www.theofficialboard.com/org-chart/china-electronics-corporation,https://www.theofficialboard.com/biography/liehong-liu-d60eg,Electrical & Electronic Components,China,CN - 00085,09lrr,ro9mw9,Master of Business Administration,Xi'an Jiaotong University,,
335,Heraeus,Jan,Rinnert,Chairman of the Management Board,Managing Director,https://www.theofficialboard.com/org-chart/heraeus,,Metal,Germany,,1mvle,99dno0,,,,
336,Jinchuan Group,Yongqian,Wang,Chief Executive Officer,,https://www.theofficialboard.com/org-chart/jinchuan-group,,Metal,China,,5expo,8j8v0r,,,,
337,BBVA - Banco Bilbao Vizcaya Argentaria,Onur,Genc,Group Chief Executive Officer,Onur Genc has a Bachelor in Electrical Engineering from Bo?aziçi University and a master’s from Carnegie Mellon University.,https://www.theofficialboard.com/org-chart/bbva-banco-bilbao-vizcaya-argentaria,https://www.theofficialboard.com/biography/onur-genc-d401e,Banking,Spain,ES - BBVA,x85w,zn81e5,master’s,Carnegie Mellon University,Bachelor in Electrical Engineering,Bo?aziçi University
338,Xiaomi,Lei,Jun,"Founder, Chairman and Chief Executive Officer",Lei Jun has a Bachelor of Arts in Computer Science from Wuhan University.,https://www.theofficialboard.com/org-chart/xiaomi,https://www.theofficialboard.com/biography/lei-jun-gd814,Consumer Electronics,China,CN - 1810,q6xwn,llw048,Bachelor of Arts in Computer Science,Wuhan University,,
339,Compal,Martin,Wong,President and Chief Executive Officer,Martin Wong has a Master from National Chiao Tung University.,https://www.theofficialboard.com/org-chart/compal,https://www.theofficialboard.com/biography/martin-wong-9d4g9,Consumer Electronics,Taiwan,TW - CMPCY,1m2w8,vqpyz0,Master,National Chiao Tung University,,
340,John Deere,John,May,Chief Executive Officer and Chairman of the Board,John May has a Bachelor of Science from University of New Hampshire and a Master of Business Administration from University of Maine.,https://www.theofficialboard.com/org-chart/john-deere,https://www.theofficialboard.com/biography/john-may-1g95g,Automotive,United States (USA),US - DE,4jdw,6djey4,Master of Business Administration,University of Maine,Bachelor of Science,University of New Hampshire
342,DZ Bank,Uwe,Froehlich,Co-Chief Executive Officer,Uwe Froehlich has a Business Administration Degree from Leuphana University Luneburg.,https://www.theofficialboard.com/org-chart/dz-bank,https://www.theofficialboard.com/biography/uwe-froehlich-403e0,Banking,Germany,,5m0dv,owwdz7,Business Administration Degree,,,
343,Taikang Insurance Group,Dongshen,Chen,Chairman of the Board and Chief Executive Officer,Dongshen Chen has a PhD in Economics from Wuhan University.,https://www.theofficialboard.com/org-chart/taikang-insurance-group,https://www.theofficialboard.com/biography/dongshen-chen-14de8,Insurance,China,,rov29,96478r,PhD in Economics,Wuhan University,,
344,China Taiping Insurance Holdings,Zhaojun,Yin,Executive Vice Chairman of the Board and General Manager,,https://www.theofficialboard.com/org-chart/china-taiping-insurance-holdings,,Insurance,China,HK - CTIHY,pl98,4r1olw,,,,
